areaCode,areaName,areaType,date,newPeopleVaccinatedSecondDoseByVaccinationDate
E12000003,Yorkshire and The Humber,region,2022-01-11,1848
E12000003,Yorkshire and The Humber,region,2022-01-10,1770
E12000003,Yorkshire and The Humber,region,2022-01-09,2608
E12000003,Yorkshire and The Humber,region,2022-01-08,3878
E12000003,Yorkshire and The Humber,region,2022-01-07,2430
E12000003,Yorkshire and The Humber,region,2022-01-06,2028
E12000003,Yorkshire and The Humber,region,2022-01-05,2748
E12000003,Yorkshire and The Humber,region,2022-01-04,2802
E12000003,Yorkshire and The Humber,region,2022-01-03,1304
E12000003,Yorkshire and The Humber,region,2022-01-02,1454
E12000003,Yorkshire and The Humber,region,2022-01-01,232
E12000003,Yorkshire and The Humber,region,2021-12-31,1313
E12000003,Yorkshire and The Humber,region,2021-12-30,3320
E12000003,Yorkshire and The Humber,region,2021-12-29,3260
E12000003,Yorkshire and The Humber,region,2021-12-28,2578
E12000003,Yorkshire and The Humber,region,2021-12-27,1614
E12000003,Yorkshire and The Humber,region,2021-12-26,287
E12000003,Yorkshire and The Humber,region,2021-12-25,35
E12000003,Yorkshire and The Humber,region,2021-12-24,898
E12000003,Yorkshire and The Humber,region,2021-12-23,3238
E12000003,Yorkshire and The Humber,region,2021-12-22,3991
E12000003,Yorkshire and The Humber,region,2021-12-21,4491
E12000003,Yorkshire and The Humber,region,2021-12-20,4500
E12000003,Yorkshire and The Humber,region,2021-12-19,3649
E12000003,Yorkshire and The Humber,region,2021-12-18,4180
E12000003,Yorkshire and The Humber,region,2021-12-17,3316
E12000003,Yorkshire and The Humber,region,2021-12-16,3453
E12000003,Yorkshire and The Humber,region,2021-12-15,3187
E12000003,Yorkshire and The Humber,region,2021-12-14,2995
E12000003,Yorkshire and The Humber,region,2021-12-13,2537
E12000003,Yorkshire and The Humber,region,2021-12-12,2863
E12000003,Yorkshire and The Humber,region,2021-12-11,3246
E12000003,Yorkshire and The Humber,region,2021-12-10,2833
E12000003,Yorkshire and The Humber,region,2021-12-09,2854
E12000003,Yorkshire and The Humber,region,2021-12-08,2380
E12000003,Yorkshire and The Humber,region,2021-12-07,2082
E12000003,Yorkshire and The Humber,region,2021-12-06,1797
E12000003,Yorkshire and The Humber,region,2021-12-05,1869
E12000003,Yorkshire and The Humber,region,2021-12-04,3649
E12000003,Yorkshire and The Humber,region,2021-12-03,2349
E12000003,Yorkshire and The Humber,region,2021-12-02,2509
E12000003,Yorkshire and The Humber,region,2021-12-01,2780
E12000003,Yorkshire and The Humber,region,2021-11-30,2108
E12000003,Yorkshire and The Humber,region,2021-11-29,1636
E12000003,Yorkshire and The Humber,region,2021-11-28,1840
E12000003,Yorkshire and The Humber,region,2021-11-27,3274
E12000003,Yorkshire and The Humber,region,2021-11-26,2010
E12000003,Yorkshire and The Humber,region,2021-11-25,1960
E12000003,Yorkshire and The Humber,region,2021-11-24,1910
E12000003,Yorkshire and The Humber,region,2021-11-23,1609
E12000003,Yorkshire and The Humber,region,2021-11-22,1108
E12000003,Yorkshire and The Humber,region,2021-11-21,1065
E12000003,Yorkshire and The Humber,region,2021-11-20,2091
E12000003,Yorkshire and The Humber,region,2021-11-19,1718
E12000003,Yorkshire and The Humber,region,2021-11-18,1509
E12000003,Yorkshire and The Humber,region,2021-11-17,1857
E12000003,Yorkshire and The Humber,region,2021-11-16,1309
E12000003,Yorkshire and The Humber,region,2021-11-15,1384
E12000003,Yorkshire and The Humber,region,2021-11-14,1031
E12000003,Yorkshire and The Humber,region,2021-11-13,2285
E12000003,Yorkshire and The Humber,region,2021-11-12,1657
E12000003,Yorkshire and The Humber,region,2021-11-11,1882
E12000003,Yorkshire and The Humber,region,2021-11-10,1942
E12000003,Yorkshire and The Humber,region,2021-11-09,1525
E12000003,Yorkshire and The Humber,region,2021-11-08,1367
E12000003,Yorkshire and The Humber,region,2021-11-07,928
E12000003,Yorkshire and The Humber,region,2021-11-06,2342
E12000003,Yorkshire and The Humber,region,2021-11-05,1581
E12000003,Yorkshire and The Humber,region,2021-11-04,1586
E12000003,Yorkshire and The Humber,region,2021-11-03,1831
E12000003,Yorkshire and The Humber,region,2021-11-02,1391
E12000003,Yorkshire and The Humber,region,2021-11-01,1271
E12000003,Yorkshire and The Humber,region,2021-10-31,1134
E12000003,Yorkshire and The Humber,region,2021-10-30,1917
E12000003,Yorkshire and The Humber,region,2021-10-29,1771
E12000003,Yorkshire and The Humber,region,2021-10-28,1822
E12000003,Yorkshire and The Humber,region,2021-10-27,1660
E12000003,Yorkshire and The Humber,region,2021-10-26,1470
E12000003,Yorkshire and The Humber,region,2021-10-25,1389
E12000003,Yorkshire and The Humber,region,2021-10-24,1424
E12000003,Yorkshire and The Humber,region,2021-10-23,2658
E12000003,Yorkshire and The Humber,region,2021-10-22,1912
E12000003,Yorkshire and The Humber,region,2021-10-21,2010
E12000003,Yorkshire and The Humber,region,2021-10-20,2184
E12000003,Yorkshire and The Humber,region,2021-10-19,1626
E12000003,Yorkshire and The Humber,region,2021-10-18,1852
E12000003,Yorkshire and The Humber,region,2021-10-17,1450
E12000003,Yorkshire and The Humber,region,2021-10-16,2711
E12000003,Yorkshire and The Humber,region,2021-10-15,2233
E12000003,Yorkshire and The Humber,region,2021-10-14,2409
E12000003,Yorkshire and The Humber,region,2021-10-13,2196
E12000003,Yorkshire and The Humber,region,2021-10-12,1828
E12000003,Yorkshire and The Humber,region,2021-10-11,2055
E12000003,Yorkshire and The Humber,region,2021-10-10,1697
E12000003,Yorkshire and The Humber,region,2021-10-09,3025
E12000003,Yorkshire and The Humber,region,2021-10-08,2249
E12000003,Yorkshire and The Humber,region,2021-10-07,2540
E12000003,Yorkshire and The Humber,region,2021-10-06,2445
E12000003,Yorkshire and The Humber,region,2021-10-05,1992
E12000003,Yorkshire and The Humber,region,2021-10-04,2207
E12000003,Yorkshire and The Humber,region,2021-10-03,1592
E12000003,Yorkshire and The Humber,region,2021-10-02,2822
E12000003,Yorkshire and The Humber,region,2021-10-01,2707
E12000003,Yorkshire and The Humber,region,2021-09-30,3135
E12000003,Yorkshire and The Humber,region,2021-09-29,2974
E12000003,Yorkshire and The Humber,region,2021-09-28,2442
E12000003,Yorkshire and The Humber,region,2021-09-27,2464
E12000003,Yorkshire and The Humber,region,2021-09-26,2450
E12000003,Yorkshire and The Humber,region,2021-09-25,4334
E12000003,Yorkshire and The Humber,region,2021-09-24,3484
E12000003,Yorkshire and The Humber,region,2021-09-23,4140
E12000003,Yorkshire and The Humber,region,2021-09-22,3354
E12000003,Yorkshire and The Humber,region,2021-09-21,2821
E12000003,Yorkshire and The Humber,region,2021-09-20,3205
E12000003,Yorkshire and The Humber,region,2021-09-19,3633
E12000003,Yorkshire and The Humber,region,2021-09-18,5744
E12000003,Yorkshire and The Humber,region,2021-09-17,5624
E12000003,Yorkshire and The Humber,region,2021-09-16,6010
E12000003,Yorkshire and The Humber,region,2021-09-15,5542
E12000003,Yorkshire and The Humber,region,2021-09-14,4625
E12000003,Yorkshire and The Humber,region,2021-09-13,3949
E12000003,Yorkshire and The Humber,region,2021-09-12,3718
E12000003,Yorkshire and The Humber,region,2021-09-11,9405
E12000003,Yorkshire and The Humber,region,2021-09-10,7152
E12000003,Yorkshire and The Humber,region,2021-09-09,8320
E12000003,Yorkshire and The Humber,region,2021-09-08,7945
E12000003,Yorkshire and The Humber,region,2021-09-07,4892
E12000003,Yorkshire and The Humber,region,2021-09-06,5475
E12000003,Yorkshire and The Humber,region,2021-09-05,5780
E12000003,Yorkshire and The Humber,region,2021-09-04,11423
E12000003,Yorkshire and The Humber,region,2021-09-03,9293
E12000003,Yorkshire and The Humber,region,2021-09-02,9321
E12000003,Yorkshire and The Humber,region,2021-09-01,9735
E12000003,Yorkshire and The Humber,region,2021-08-31,8598
E12000003,Yorkshire and The Humber,region,2021-08-30,4044
E12000003,Yorkshire and The Humber,region,2021-08-29,5817
E12000003,Yorkshire and The Humber,region,2021-08-28,11073
E12000003,Yorkshire and The Humber,region,2021-08-27,10885
E12000003,Yorkshire and The Humber,region,2021-08-26,11184
E12000003,Yorkshire and The Humber,region,2021-08-25,11327
E12000003,Yorkshire and The Humber,region,2021-08-24,9413
E12000003,Yorkshire and The Humber,region,2021-08-23,8961
E12000003,Yorkshire and The Humber,region,2021-08-22,8740
E12000003,Yorkshire and The Humber,region,2021-08-21,18120
E12000003,Yorkshire and The Humber,region,2021-08-20,12873
E12000003,Yorkshire and The Humber,region,2021-08-19,13637
E12000003,Yorkshire and The Humber,region,2021-08-18,13539
E12000003,Yorkshire and The Humber,region,2021-08-17,9514
E12000003,Yorkshire and The Humber,region,2021-08-16,8566
E12000003,Yorkshire and The Humber,region,2021-08-15,8993
E12000003,Yorkshire and The Humber,region,2021-08-14,16637
E12000003,Yorkshire and The Humber,region,2021-08-13,12592
E12000003,Yorkshire and The Humber,region,2021-08-12,13789
E12000003,Yorkshire and The Humber,region,2021-08-11,11946
E12000003,Yorkshire and The Humber,region,2021-08-10,9095
E12000003,Yorkshire and The Humber,region,2021-08-09,8603
E12000003,Yorkshire and The Humber,region,2021-08-08,8766
E12000003,Yorkshire and The Humber,region,2021-08-07,18617
E12000003,Yorkshire and The Humber,region,2021-08-06,11318
E12000003,Yorkshire and The Humber,region,2021-08-05,11840
E12000003,Yorkshire and The Humber,region,2021-08-04,12463
E12000003,Yorkshire and The Humber,region,2021-08-03,8359
E12000003,Yorkshire and The Humber,region,2021-08-02,7654
E12000003,Yorkshire and The Humber,region,2021-08-01,8024
E12000003,Yorkshire and The Humber,region,2021-07-31,19728
E12000003,Yorkshire and The Humber,region,2021-07-30,11375
E12000003,Yorkshire and The Humber,region,2021-07-29,13080
E12000003,Yorkshire and The Humber,region,2021-07-28,11057
E12000003,Yorkshire and The Humber,region,2021-07-27,8461
E12000003,Yorkshire and The Humber,region,2021-07-26,6759
E12000003,Yorkshire and The Humber,region,2021-07-25,6676
E12000003,Yorkshire and The Humber,region,2021-07-24,18009
E12000003,Yorkshire and The Humber,region,2021-07-23,11916
E12000003,Yorkshire and The Humber,region,2021-07-22,13645
E12000003,Yorkshire and The Humber,region,2021-07-21,12615
E12000003,Yorkshire and The Humber,region,2021-07-20,9826
E12000003,Yorkshire and The Humber,region,2021-07-19,7488
E12000003,Yorkshire and The Humber,region,2021-07-18,8156
E12000003,Yorkshire and The Humber,region,2021-07-17,18046
E12000003,Yorkshire and The Humber,region,2021-07-16,13990
E12000003,Yorkshire and The Humber,region,2021-07-15,15142
E12000003,Yorkshire and The Humber,region,2021-07-14,15085
E12000003,Yorkshire and The Humber,region,2021-07-13,10955
E12000003,Yorkshire and The Humber,region,2021-07-12,6992
E12000003,Yorkshire and The Humber,region,2021-07-11,7749
E12000003,Yorkshire and The Humber,region,2021-07-10,20354
E12000003,Yorkshire and The Humber,region,2021-07-09,16378
E12000003,Yorkshire and The Humber,region,2021-07-08,11823
E12000003,Yorkshire and The Humber,region,2021-07-07,13605
E12000003,Yorkshire and The Humber,region,2021-07-06,9914
E12000003,Yorkshire and The Humber,region,2021-07-05,9776
E12000003,Yorkshire and The Humber,region,2021-07-04,8016
E12000003,Yorkshire and The Humber,region,2021-07-03,17712
E12000003,Yorkshire and The Humber,region,2021-07-02,11914
E12000003,Yorkshire and The Humber,region,2021-07-01,13536
E12000003,Yorkshire and The Humber,region,2021-06-30,12620
E12000003,Yorkshire and The Humber,region,2021-06-29,9481
E12000003,Yorkshire and The Humber,region,2021-06-28,9849
E12000003,Yorkshire and The Humber,region,2021-06-27,10260
E12000003,Yorkshire and The Humber,region,2021-06-26,23992
E12000003,Yorkshire and The Humber,region,2021-06-25,12427
E12000003,Yorkshire and The Humber,region,2021-06-24,11907
E12000003,Yorkshire and The Humber,region,2021-06-23,12625
E12000003,Yorkshire and The Humber,region,2021-06-22,11456
E12000003,Yorkshire and The Humber,region,2021-06-21,7815
E12000003,Yorkshire and The Humber,region,2021-06-20,7707
E12000003,Yorkshire and The Humber,region,2021-06-19,21989
E12000003,Yorkshire and The Humber,region,2021-06-18,13601
E12000003,Yorkshire and The Humber,region,2021-06-17,15732
E12000003,Yorkshire and The Humber,region,2021-06-16,19263
E12000003,Yorkshire and The Humber,region,2021-06-15,15228
E12000003,Yorkshire and The Humber,region,2021-06-14,15643
E12000003,Yorkshire and The Humber,region,2021-06-13,17593
E12000003,Yorkshire and The Humber,region,2021-06-12,30950
E12000003,Yorkshire and The Humber,region,2021-06-11,25776
E12000003,Yorkshire and The Humber,region,2021-06-10,26746
E12000003,Yorkshire and The Humber,region,2021-06-09,28140
E12000003,Yorkshire and The Humber,region,2021-06-08,25253
E12000003,Yorkshire and The Humber,region,2021-06-07,19243
E12000003,Yorkshire and The Humber,region,2021-06-06,25090
E12000003,Yorkshire and The Humber,region,2021-06-05,48511
E12000003,Yorkshire and The Humber,region,2021-06-04,31160
E12000003,Yorkshire and The Humber,region,2021-06-03,33405
E12000003,Yorkshire and The Humber,region,2021-06-02,26472
E12000003,Yorkshire and The Humber,region,2021-06-01,23372
E12000003,Yorkshire and The Humber,region,2021-05-31,12742
E12000003,Yorkshire and The Humber,region,2021-05-30,15775
E12000003,Yorkshire and The Humber,region,2021-05-29,41888
E12000003,Yorkshire and The Humber,region,2021-05-28,30032
E12000003,Yorkshire and The Humber,region,2021-05-27,35144
E12000003,Yorkshire and The Humber,region,2021-05-26,35544
E12000003,Yorkshire and The Humber,region,2021-05-25,31823
E12000003,Yorkshire and The Humber,region,2021-05-24,23472
E12000003,Yorkshire and The Humber,region,2021-05-23,17211
E12000003,Yorkshire and The Humber,region,2021-05-22,57654
E12000003,Yorkshire and The Humber,region,2021-05-21,33527
E12000003,Yorkshire and The Humber,region,2021-05-20,35372
E12000003,Yorkshire and The Humber,region,2021-05-19,29451
E12000003,Yorkshire and The Humber,region,2021-05-18,27219
E12000003,Yorkshire and The Humber,region,2021-05-17,17399
E12000003,Yorkshire and The Humber,region,2021-05-16,13126
E12000003,Yorkshire and The Humber,region,2021-05-15,39821
E12000003,Yorkshire and The Humber,region,2021-05-14,33294
E12000003,Yorkshire and The Humber,region,2021-05-13,31976
E12000003,Yorkshire and The Humber,region,2021-05-12,33068
E12000003,Yorkshire and The Humber,region,2021-05-11,26837
E12000003,Yorkshire and The Humber,region,2021-05-10,14361
E12000003,Yorkshire and The Humber,region,2021-05-09,14395
E12000003,Yorkshire and The Humber,region,2021-05-08,42182
E12000003,Yorkshire and The Humber,region,2021-05-07,41470
E12000003,Yorkshire and The Humber,region,2021-05-06,43504
E12000003,Yorkshire and The Humber,region,2021-05-05,31915
E12000003,Yorkshire and The Humber,region,2021-05-04,17846
E12000003,Yorkshire and The Humber,region,2021-05-03,7658
E12000003,Yorkshire and The Humber,region,2021-05-02,9388
E12000003,Yorkshire and The Humber,region,2021-05-01,31488
E12000003,Yorkshire and The Humber,region,2021-04-30,38040
E12000003,Yorkshire and The Humber,region,2021-04-29,41114
E12000003,Yorkshire and The Humber,region,2021-04-28,40046
E12000003,Yorkshire and The Humber,region,2021-04-27,34706
E12000003,Yorkshire and The Humber,region,2021-04-26,19449
E12000003,Yorkshire and The Humber,region,2021-04-25,20279
E12000003,Yorkshire and The Humber,region,2021-04-24,51861
E12000003,Yorkshire and The Humber,region,2021-04-23,38319
E12000003,Yorkshire and The Humber,region,2021-04-22,32126
E12000003,Yorkshire and The Humber,region,2021-04-21,36178
E12000003,Yorkshire and The Humber,region,2021-04-20,24881
E12000003,Yorkshire and The Humber,region,2021-04-19,15285
E12000003,Yorkshire and The Humber,region,2021-04-18,15428
E12000003,Yorkshire and The Humber,region,2021-04-17,47279
E12000003,Yorkshire and The Humber,region,2021-04-16,43076
E12000003,Yorkshire and The Humber,region,2021-04-15,36152
E12000003,Yorkshire and The Humber,region,2021-04-14,31400
E12000003,Yorkshire and The Humber,region,2021-04-13,20389
E12000003,Yorkshire and The Humber,region,2021-04-12,15225
E12000003,Yorkshire and The Humber,region,2021-04-11,14595
E12000003,Yorkshire and The Humber,region,2021-04-10,49045
E12000003,Yorkshire and The Humber,region,2021-04-09,38984
E12000003,Yorkshire and The Humber,region,2021-04-08,38441
E12000003,Yorkshire and The Humber,region,2021-04-07,32871
E12000003,Yorkshire and The Humber,region,2021-04-06,16727
E12000003,Yorkshire and The Humber,region,2021-04-05,3620
E12000003,Yorkshire and The Humber,region,2021-04-04,2680
E12000003,Yorkshire and The Humber,region,2021-04-03,12154
E12000003,Yorkshire and The Humber,region,2021-04-02,16188
E12000003,Yorkshire and The Humber,region,2021-04-01,42988
E12000003,Yorkshire and The Humber,region,2021-03-31,43439
E12000003,Yorkshire and The Humber,region,2021-03-30,26267
E12000003,Yorkshire and The Humber,region,2021-03-29,14292
E12000003,Yorkshire and The Humber,region,2021-03-28,12699
E12000003,Yorkshire and The Humber,region,2021-03-27,35277
E12000003,Yorkshire and The Humber,region,2021-03-26,26815
E12000003,Yorkshire and The Humber,region,2021-03-25,23307
E12000003,Yorkshire and The Humber,region,2021-03-24,23779
E12000003,Yorkshire and The Humber,region,2021-03-23,13154
E12000003,Yorkshire and The Humber,region,2021-03-22,5587
E12000003,Yorkshire and The Humber,region,2021-03-21,1864
E12000003,Yorkshire and The Humber,region,2021-03-20,6716
E12000003,Yorkshire and The Humber,region,2021-03-19,10326
E12000003,Yorkshire and The Humber,region,2021-03-18,10889
E12000003,Yorkshire and The Humber,region,2021-03-17,9024
E12000003,Yorkshire and The Humber,region,2021-03-16,8768
E12000003,Yorkshire and The Humber,region,2021-03-15,3033
E12000003,Yorkshire and The Humber,region,2021-03-14,1076
E12000003,Yorkshire and The Humber,region,2021-03-13,5987
E12000003,Yorkshire and The Humber,region,2021-03-12,13539
E12000003,Yorkshire and The Humber,region,2021-03-11,6343
E12000003,Yorkshire and The Humber,region,2021-03-10,9216
E12000003,Yorkshire and The Humber,region,2021-03-09,2757
E12000003,Yorkshire and The Humber,region,2021-03-08,858
E12000003,Yorkshire and The Humber,region,2021-03-07,250
E12000003,Yorkshire and The Humber,region,2021-03-06,2304
E12000003,Yorkshire and The Humber,region,2021-03-05,3068
E12000003,Yorkshire and The Humber,region,2021-03-04,2704
E12000003,Yorkshire and The Humber,region,2021-03-03,2564
E12000003,Yorkshire and The Humber,region,2021-03-02,527
E12000003,Yorkshire and The Humber,region,2021-03-01,482
E12000003,Yorkshire and The Humber,region,2021-02-28,162
E12000003,Yorkshire and The Humber,region,2021-02-27,574
E12000003,Yorkshire and The Humber,region,2021-02-26,1204
E12000003,Yorkshire and The Humber,region,2021-02-25,1404
E12000003,Yorkshire and The Humber,region,2021-02-24,1648
E12000003,Yorkshire and The Humber,region,2021-02-23,1074
E12000003,Yorkshire and The Humber,region,2021-02-22,219
E12000003,Yorkshire and The Humber,region,2021-02-21,156
E12000003,Yorkshire and The Humber,region,2021-02-20,405
E12000003,Yorkshire and The Humber,region,2021-02-19,603
E12000003,Yorkshire and The Humber,region,2021-02-18,803
E12000003,Yorkshire and The Humber,region,2021-02-17,770
E12000003,Yorkshire and The Humber,region,2021-02-16,803
E12000003,Yorkshire and The Humber,region,2021-02-15,332
E12000003,Yorkshire and The Humber,region,2021-02-14,198
E12000003,Yorkshire and The Humber,region,2021-02-13,563
E12000003,Yorkshire and The Humber,region,2021-02-12,817
E12000003,Yorkshire and The Humber,region,2021-02-11,1371
E12000003,Yorkshire and The Humber,region,2021-02-10,1684
E12000003,Yorkshire and The Humber,region,2021-02-09,738
E12000003,Yorkshire and The Humber,region,2021-02-08,51
E12000003,Yorkshire and The Humber,region,2021-02-07,39
E12000003,Yorkshire and The Humber,region,2021-02-06,55
E12000003,Yorkshire and The Humber,region,2021-02-05,188
E12000003,Yorkshire and The Humber,region,2021-02-04,912
E12000003,Yorkshire and The Humber,region,2021-02-03,694
E12000003,Yorkshire and The Humber,region,2021-02-02,168
E12000003,Yorkshire and The Humber,region,2021-02-01,160
E12000003,Yorkshire and The Humber,region,2021-01-31,485
E12000003,Yorkshire and The Humber,region,2021-01-30,379
E12000003,Yorkshire and The Humber,region,2021-01-29,322
E12000003,Yorkshire and The Humber,region,2021-01-28,64
E12000003,Yorkshire and The Humber,region,2021-01-27,24
E12000003,Yorkshire and The Humber,region,2021-01-26,19
E12000003,Yorkshire and The Humber,region,2021-01-25,24
E12000003,Yorkshire and The Humber,region,2021-01-24,8
E12000003,Yorkshire and The Humber,region,2021-01-23,30
E12000003,Yorkshire and The Humber,region,2021-01-22,96
E12000003,Yorkshire and The Humber,region,2021-01-21,57
E12000003,Yorkshire and The Humber,region,2021-01-20,141
E12000003,Yorkshire and The Humber,region,2021-01-19,55
E12000003,Yorkshire and The Humber,region,2021-01-18,31
E12000003,Yorkshire and The Humber,region,2021-01-17,48
E12000003,Yorkshire and The Humber,region,2021-01-16,184
E12000003,Yorkshire and The Humber,region,2021-01-15,76
E12000003,Yorkshire and The Humber,region,2021-01-14,187
E12000003,Yorkshire and The Humber,region,2021-01-13,208
E12000003,Yorkshire and The Humber,region,2021-01-12,1745
E12000003,Yorkshire and The Humber,region,2021-01-11,2267
E12000003,Yorkshire and The Humber,region,2021-01-10,3441
E12000003,Yorkshire and The Humber,region,2021-01-09,4356
E12000003,Yorkshire and The Humber,region,2021-01-08,4309
E12000003,Yorkshire and The Humber,region,2021-01-07,7580
E12000003,Yorkshire and The Humber,region,2021-01-06,9707
E12000003,Yorkshire and The Humber,region,2021-01-05,6073
E12000003,Yorkshire and The Humber,region,2021-01-04,532
E12000003,Yorkshire and The Humber,region,2021-01-03,171
E12000003,Yorkshire and The Humber,region,2021-01-02,220
E12000003,Yorkshire and The Humber,region,2021-01-01,9
E12000003,Yorkshire and The Humber,region,2020-12-31,122
E12000003,Yorkshire and The Humber,region,2020-12-30,62
E12000003,Yorkshire and The Humber,region,2020-12-29,51
E12000003,Yorkshire and The Humber,region,2020-12-28,0
E12000003,Yorkshire and The Humber,region,2020-12-27,0
E12000003,Yorkshire and The Humber,region,2020-12-26,0
E12000003,Yorkshire and The Humber,region,2020-12-25,1
E12000003,Yorkshire and The Humber,region,2020-12-24,0
E12000003,Yorkshire and The Humber,region,2020-12-23,1
E12000003,Yorkshire and The Humber,region,2020-12-22,3
E12000003,Yorkshire and The Humber,region,2020-12-21,4
E12000003,Yorkshire and The Humber,region,2020-12-20,0
E12000003,Yorkshire and The Humber,region,2020-12-19,0
E12000003,Yorkshire and The Humber,region,2020-12-18,6
E12000003,Yorkshire and The Humber,region,2020-12-17,12
E12000003,Yorkshire and The Humber,region,2020-12-16,10
E12000003,Yorkshire and The Humber,region,2020-12-15,12
E12000003,Yorkshire and The Humber,region,2020-12-14,11
E12000003,Yorkshire and The Humber,region,2020-12-13,0
E12000003,Yorkshire and The Humber,region,2020-12-12,2
E12000003,Yorkshire and The Humber,region,2020-12-11,4
E12000003,Yorkshire and The Humber,region,2020-12-10,4
E12000003,Yorkshire and The Humber,region,2020-12-09,3
E12000003,Yorkshire and The Humber,region,2020-12-08,1
E12000004,East Midlands,region,2022-04-26,507
E12000004,East Midlands,region,2022-04-25,520
E12000004,East Midlands,region,2022-04-24,741
E12000004,East Midlands,region,2022-04-23,940
E12000004,East Midlands,region,2022-04-22,862
E12000004,East Midlands,region,2022-04-21,686
E12000004,East Midlands,region,2022-04-20,770
E12000004,East Midlands,region,2022-04-19,732
E12000004,East Midlands,region,2022-04-18,306
E12000004,East Midlands,region,2022-04-17,202
E12000004,East Midlands,region,2022-04-16,793
E12000004,East Midlands,region,2022-04-15,519
E12000004,East Midlands,region,2022-04-14,733
E12000004,East Midlands,region,2022-04-13,865
E12000004,East Midlands,region,2022-04-12,778
E12000004,East Midlands,region,2022-04-11,899
E12000004,East Midlands,region,2022-04-10,773
E12000004,East Midlands,region,2022-04-09,1076
E12000004,East Midlands,region,2022-04-08,914
E12000004,East Midlands,region,2022-04-07,638
E12000004,East Midlands,region,2022-04-06,850
E12000004,East Midlands,region,2022-04-05,690
E12000004,East Midlands,region,2022-04-04,789
E12000004,East Midlands,region,2022-04-03,793
E12000004,East Midlands,region,2022-04-02,1172
E12000004,East Midlands,region,2022-04-01,825
E12000004,East Midlands,region,2022-03-31,916
E12000004,East Midlands,region,2022-03-30,903
E12000004,East Midlands,region,2022-03-29,884
E12000004,East Midlands,region,2022-03-28,714
E12000004,East Midlands,region,2022-03-27,745
E12000004,East Midlands,region,2022-03-26,1448
E12000004,East Midlands,region,2022-03-25,1082
E12000004,East Midlands,region,2022-03-24,762
E12000004,East Midlands,region,2022-03-23,848
E12000004,East Midlands,region,2022-03-22,851
E12000004,East Midlands,region,2022-03-21,913
E12000004,East Midlands,region,2022-03-20,859
E12000004,East Midlands,region,2022-03-19,1577
E12000004,East Midlands,region,2022-03-18,982
E12000004,East Midlands,region,2022-03-17,844
E12000004,East Midlands,region,2022-03-16,874
E12000004,East Midlands,region,2022-03-15,818
E12000004,East Midlands,region,2022-03-14,947
E12000004,East Midlands,region,2022-03-13,1033
E12000004,East Midlands,region,2022-03-12,1376
E12000004,East Midlands,region,2022-03-11,891
E12000004,East Midlands,region,2022-03-10,1055
E12000004,East Midlands,region,2022-03-09,1073
E12000004,East Midlands,region,2022-03-08,1058
E12000004,East Midlands,region,2022-03-07,1023
E12000004,East Midlands,region,2022-03-06,864
E12000004,East Midlands,region,2022-03-05,1369
E12000004,East Midlands,region,2022-03-04,1229
E12000004,East Midlands,region,2022-03-03,913
E12000004,East Midlands,region,2022-03-02,977
E12000004,East Midlands,region,2022-03-01,840
E12000004,East Midlands,region,2022-02-28,1071
E12000004,East Midlands,region,2022-02-27,813
E12000004,East Midlands,region,2022-02-26,1363
E12000004,East Midlands,region,2022-02-25,1487
E12000004,East Midlands,region,2022-02-24,1284
E12000004,East Midlands,region,2022-02-23,1426
E12000004,East Midlands,region,2022-02-22,1891
E12000004,East Midlands,region,2022-02-21,1370
E12000004,East Midlands,region,2022-02-20,824
E12000004,East Midlands,region,2022-02-19,1418
E12000004,East Midlands,region,2022-02-18,991
E12000004,East Midlands,region,2022-02-17,992
E12000004,East Midlands,region,2022-02-16,1449
E12000004,East Midlands,region,2022-02-15,1127
E12000004,East Midlands,region,2022-02-14,1280
E12000004,East Midlands,region,2022-02-13,988
E12000004,East Midlands,region,2022-02-12,1931
E12000004,East Midlands,region,2022-02-11,1989
E12000004,East Midlands,region,2022-02-10,1817
E12000004,East Midlands,region,2022-02-09,1573
E12000004,East Midlands,region,2022-02-08,2424
E12000004,East Midlands,region,2022-02-07,2143
E12000004,East Midlands,region,2022-02-06,1131
E12000004,East Midlands,region,2022-02-05,1905
E12000004,East Midlands,region,2022-02-04,2113
E12000004,East Midlands,region,2022-02-03,2280
E12000004,East Midlands,region,2022-02-02,2232
E12000004,East Midlands,region,2022-02-01,2078
E12000004,East Midlands,region,2022-01-31,1893
E12000004,East Midlands,region,2022-01-30,1691
E12000004,East Midlands,region,2022-01-29,2310
E12000004,East Midlands,region,2022-01-28,2616
E12000004,East Midlands,region,2022-01-27,2608
E12000004,East Midlands,region,2022-01-26,2649
E12000004,East Midlands,region,2022-01-25,2199
E12000004,East Midlands,region,2022-01-24,2060
E12000004,East Midlands,region,2022-01-23,1833
E12000004,East Midlands,region,2022-01-22,2665
E12000004,East Midlands,region,2022-01-21,2441
E12000004,East Midlands,region,2022-01-20,2195
E12000004,East Midlands,region,2022-01-19,2235
E12000004,East Midlands,region,2022-01-18,2403
E12000004,East Midlands,region,2022-01-17,1977
E12000004,East Midlands,region,2022-01-16,1670
E12000004,East Midlands,region,2022-01-15,2953
E12000004,East Midlands,region,2022-01-14,1777
E12000004,East Midlands,region,2022-01-13,1993
E12000004,East Midlands,region,2022-01-12,1985
E12000004,East Midlands,region,2022-01-11,1882
E12000004,East Midlands,region,2022-01-10,1880
E12000004,East Midlands,region,2022-01-09,2341
